instance_id,summarizer_id,prompt_id,summary,question,answer,prediction,is_correct,is_intended_answer
d0841-A,41,0ba40e850473b4aede6bfd093689c2ea,"The Spanish government Friday approved plans for homosexual marriage,including the right of gay couples to adopt, making the the countrythe most liberal in Europe, with Belgium and the Netherlands, in thefield of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. It seems a can't-lose proposition: Ask voters to ban same-sex marriages and theyconsistently endorse the idea, from the South to the West. This one, Morvant ruled, had two:The first was to ban gay marriage; the second was to ban civil",In what state did judges declare state bans on gay marriage unconstitutional?,Louisiana,California,TRUE,FALSE
d0841-A,41,394db8456972bb99af8ee2b4a43ee390,"The Spanish government Friday approved plans for homosexual marriage,including the right of gay couples to adopt, making the the countrythe most liberal in Europe, with Belgium and the Netherlands, in thefield of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. It seems a can't-lose proposition: Ask voters to ban same-sex marriages and theyconsistently endorse the idea, from the South to the West. This one, Morvant ruled, had two:The first was to ban gay marriage; the second was to ban civil",What did judges in Louisiana and California declare unconstitutional?,state bans,bans on gay marriage,TRUE,TRUE
d0841-A,41,7cf61ae9eb81c78141bfdb33ab18e54c,"The Spanish government Friday approved plans for homosexual marriage,including the right of gay couples to adopt, making the the countrythe most liberal in Europe, with Belgium and the Netherlands, in thefield of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. It seems a can't-lose proposition: Ask voters to ban same-sex marriages and theyconsistently endorse the idea, from the South to the West. This one, Morvant ruled, had two:The first was to ban gay marriage; the second was to ban civil",What did judges in Louisiana and California declare unconstitutional?,gay marriage,bans on gay marriage,TRUE,TRUE
d0841-A,49,999f8a25b60098b2fcb95f219bb3bb0b,"The Spanish government Friday approved plans for homosexual marriage, including the right of gay couples to adopt, making the the country the most liberal in Europe, with Belgium and the Netherlands, in the field of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A court decision Friday made Saskatchewan the seventh Canadian province to authorize marriage between people of the same sex.",Which country had legalized the practice?,Denmark,Spain,TRUE,FALSE
d0841-A,49,04b292b90dceaaf5e17cf9125965453d,"The Spanish government Friday approved plans for homosexual marriage, including the right of gay couples to adopt, making the the country the most liberal in Europe, with Belgium and the Netherlands, in the field of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A court decision Friday made Saskatchewan the seventh Canadian province to authorize marriage between people of the same sex.","Spain, Denmark, what country had legalized the practice?",Norway,Belgium and the Netherlands,TRUE,FALSE
d0841-A,49,8a983327de78f995156e56637632d9cf,"The Spanish government Friday approved plans for homosexual marriage, including the right of gay couples to adopt, making the the country the most liberal in Europe, with Belgium and the Netherlands, in the field of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A court decision Friday made Saskatchewan the seventh Canadian province to authorize marriage between people of the same sex.","Spain, Denmark, Norway, what country had legalized the practice?",Sweden,Belgium and the Netherlands,TRUE,FALSE
d0841-A,49,4d7dd9a8935aeeabab3f2d7644068679,"The Spanish government Friday approved plans for homosexual marriage, including the right of gay couples to adopt, making the the country the most liberal in Europe, with Belgium and the Netherlands, in the field of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A court decision Friday made Saskatchewan the seventh Canadian province to authorize marriage between people of the same sex.",Which countries had legalized the practice?,Iceland,"Spain, Belgium and the Netherlands",TRUE,FALSE
d0841-A,49,7d249ceee80c6695ce77fd8e7f514438,"The Spanish government Friday approved plans for homosexual marriage, including the right of gay couples to adopt, making the the country the most liberal in Europe, with Belgium and the Netherlands, in the field of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A court decision Friday made Saskatchewan the seventh Canadian province to authorize marriage between people of the same sex.","Spain, Denmark, Norway, Sweden, Iceland and what country had legalized the practice?",Finland,Belgium and the Netherlands,TRUE,FALSE
d0841-A,49,c6dae860b73c8162857d332e7fc457f9,"The Spanish government Friday approved plans for homosexual marriage, including the right of gay couples to adopt, making the the country the most liberal in Europe, with Belgium and the Netherlands, in the field of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A court decision Friday made Saskatchewan the seventh Canadian province to authorize marriage between people of the same sex.",In Canada how many provinces accepted gay marriage?,the 10 provinces,seven,FALSE,FALSE
d0841-A,49,0568a28d988ebdb4eea83d7ea9a390da,"The Spanish government Friday approved plans for homosexual marriage, including the right of gay couples to adopt, making the the country the most liberal in Europe, with Belgium and the Netherlands, in the field of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A court decision Friday made Saskatchewan the seventh Canadian province to authorize marriage between people of the same sex.",In Canada how many provinces accepted gay marriage?,three territories,seven,FALSE,FALSE
d0841-A,49,73f529a3d663b0c52f5107a02760bde9,"The Spanish government Friday approved plans for homosexual marriage, including the right of gay couples to adopt, making the the country the most liberal in Europe, with Belgium and the Netherlands, in the field of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A court decision Friday made Saskatchewan the seventh Canadian province to authorize marriage between people of the same sex.",Which countries allow gay marriage?,The Netherlands,"Spain, Belgium, and the Netherlands",TRUE,TRUE
d0841-A,49,a72a6ec6261a5ee12da8cef85e5de334,"The Spanish government Friday approved plans for homosexual marriage, including the right of gay couples to adopt, making the the country the most liberal in Europe, with Belgium and the Netherlands, in the field of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A court decision Friday made Saskatchewan the seventh Canadian province to authorize marriage between people of the same sex.",The Netherlands and what country allow gay marriage?,Belgium,Spain and Belgium,TRUE,TRUE
d0841-A,49,12b3d93c9616452db30a9616fbd37bae,"The Spanish government Friday approved plans for homosexual marriage, including the right of gay couples to adopt, making the the country the most liberal in Europe, with Belgium and the Netherlands, in the field of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A court decision Friday made Saskatchewan the seventh Canadian province to authorize marriage between people of the same sex.",What did Spain approve to legalize homosexual marriages?,a bill,plans,TRUE,TRUE
d0841-A,49,6ffa59490e01a33ab6c8211f1ef2cfc9,"The Spanish government Friday approved plans for homosexual marriage, including the right of gay couples to adopt, making the the country the most liberal in Europe, with Belgium and the Netherlands, in the field of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A court decision Friday made Saskatchewan the seventh Canadian province to authorize marriage between people of the same sex.",What did Spain approve a bill to legalize?,homosexual marriages,homosexual marriage,TRUE,TRUE
d0841-A,49,67ee42a6c145b1775661719d5922bb13,"The Spanish government Friday approved plans for homosexual marriage, including the right of gay couples to adopt, making the the country the most liberal in Europe, with Belgium and the Netherlands, in the field of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A court decision Friday made Saskatchewan the seventh Canadian province to authorize marriage between people of the same sex.",Who declared state bans on gay marriage unconstitutional?,Judges,A US judge,TRUE,TRUE
d0841-A,49,0ba40e850473b4aede6bfd093689c2ea,"The Spanish government Friday approved plans for homosexual marriage, including the right of gay couples to adopt, making the the country the most liberal in Europe, with Belgium and the Netherlands, in the field of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A court decision Friday made Saskatchewan the seventh Canadian province to authorize marriage between people of the same sex.",In what state did judges declare state bans on gay marriage unconstitutional?,Louisiana,California,TRUE,FALSE
d0841-A,49,394db8456972bb99af8ee2b4a43ee390,"The Spanish government Friday approved plans for homosexual marriage, including the right of gay couples to adopt, making the the country the most liberal in Europe, with Belgium and the Netherlands, in the field of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A court decision Friday made Saskatchewan the seventh Canadian province to authorize marriage between people of the same sex.",What did judges in Louisiana and California declare unconstitutional?,state bans,bans on gay marriage,TRUE,TRUE
d0841-A,49,7cf61ae9eb81c78141bfdb33ab18e54c,"The Spanish government Friday approved plans for homosexual marriage, including the right of gay couples to adopt, making the the country the most liberal in Europe, with Belgium and the Netherlands, in the field of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A court decision Friday made Saskatchewan the seventh Canadian province to authorize marriage between people of the same sex.",What did judges in Louisiana and California declare unconstitutional?,gay marriage,bans on gay marriage,TRUE,TRUE
d0841-A,49,345942e967d4f774141681f6583669e3,"The Spanish government Friday approved plans for homosexual marriage, including the right of gay couples to adopt, making the the country the most liberal in Europe, with Belgium and the Netherlands, in the field of gay rights. A US judge on Monday ruled that a California state law that effectively bans gay marriage is unconstitutional, a clerk of the court told AFP. In all these countries the law gives gay couples the same legal and social rights as married heterosexual couples. A court decision Friday made Saskatchewan the seventh Canadian province to authorize marriage between people of the same sex.",How many provinces did Saskatchewan become to allow gay marriage?,the seventh Canadian province,seven,TRUE,TRUE
d0841-A,B,73f529a3d663b0c52f5107a02760bde9,"By April 2005 the cause of legalizing gay marriage was making remarkable headway in Europe and Canada, edging slowly ahead in sections of the U.S. and facing aggressive opposition in some other states. Spain, Denmark, Norway, Sweden, Iceland and Finland had legalized the practice. In Canada 7 of the 10 provinces and one of three territories accepted gay marriage. In the U. S. eighteen states had passed constitutional amendments prohibiting it while Massachusetts allows and three New England states, New Jersey, California and Hawaii had taken steps toward allowing it.",Which countries allow gay marriage?,The Netherlands,"Spain, Denmark, Norway, Sweden, Iceland and Finland",TRUE,TRUE
d0841-A,B,a72a6ec6261a5ee12da8cef85e5de334,"By April 2005 the cause of legalizing gay marriage was making remarkable headway in Europe and Canada, edging slowly ahead in sections of the U.S. and facing aggressive opposition in some other states. Spain, Denmark, Norway, Sweden, Iceland and Finland had legalized the practice. In Canada 7 of the 10 provinces and one of three territories accepted gay marriage. In the U. S. eighteen states had passed constitutional amendments prohibiting it while Massachusetts allows and three New England states, New Jersey, California and Hawaii had taken steps toward allowing it.",The Netherlands and what country allow gay marriage?,Belgium,"Spain, Denmark, Norway, Sweden, Iceland and Finland",TRUE,FALSE
d0841-A,B,83e698f5dbd1f76d98a04f729e62d984,"By April 2005 the cause of legalizing gay marriage was making remarkable headway in Europe and Canada, edging slowly ahead in sections of the U.S. and facing aggressive opposition in some other states. Spain, Denmark, Norway, Sweden, Iceland and Finland had legalized the practice. In Canada 7 of the 10 provinces and one of three territories accepted gay marriage. In the U. S. eighteen states had passed constitutional amendments prohibiting it while Massachusetts allows and three New England states, New Jersey, California and Hawaii had taken steps toward allowing it.",Which countries give gay couples the same legal rights as married heterosexual couples?,Denmark,"Spain, Denmark, Norway, Sweden, Iceland and Finland",TRUE,TRUE
d0841-A,B,e0faf6f0cc713da20901a7e5d9acff88,"By April 2005 the cause of legalizing gay marriage was making remarkable headway in Europe and Canada, edging slowly ahead in sections of the U.S. and facing aggressive opposition in some other states. Spain, Denmark, Norway, Sweden, Iceland and Finland had legalized the practice. In Canada 7 of the 10 provinces and one of three territories accepted gay marriage. In the U. S. eighteen states had passed constitutional amendments prohibiting it while Massachusetts allows and three New England states, New Jersey, California and Hawaii had taken steps toward allowing it.","Denmark, Norway, what country gives gay couples the same legal rights as married heterosexual couples?",Sweden,"Sweden, Iceland and Finland",TRUE,TRUE
d0841-A,B,04316b6159ddf92d503e71af209cb0cf,"By April 2005 the cause of legalizing gay marriage was making remarkable headway in Europe and Canada, edging slowly ahead in sections of the U.S. and facing aggressive opposition in some other states. Spain, Denmark, Norway, Sweden, Iceland and Finland had legalized the practice. In Canada 7 of the 10 provinces and one of three territories accepted gay marriage. In the U. S. eighteen states had passed constitutional amendments prohibiting it while Massachusetts allows and three New England states, New Jersey, California and Hawaii had taken steps toward allowing it.","Denmark, Norway, Sweden, what country gives gay couples the same legal rights as married heterosexual couples?",Iceland,Iceland and Finland,TRUE,TRUE
d0841-A,B,0beed4e625bb54cbdfdb72ebb9869f2f,"By April 2005 the cause of legalizing gay marriage was making remarkable headway in Europe and Canada, edging slowly ahead in sections of the U.S. and facing aggressive opposition in some other states. Spain, Denmark, Norway, Sweden, Iceland and Finland had legalized the practice. In Canada 7 of the 10 provinces and one of three territories accepted gay marriage. In the U. S. eighteen states had passed constitutional amendments prohibiting it while Massachusetts allows and three New England states, New Jersey, California and Hawaii had taken steps toward allowing it.","Denmark, Norway, Sweden, Iceland, Finland and what country gives gay couples the same legal rights as married heterosexual couples?",France,Spain,TRUE,FALSE
d0841-A,B,12b3d93c9616452db30a9616fbd37bae,"By April 2005 the cause of legalizing gay marriage was making remarkable headway in Europe and Canada, edging slowly ahead in sections of the U.S. and facing aggressive opposition in some other states. Spain, Denmark, Norway, Sweden, Iceland and Finland had legalized the practice. In Canada 7 of the 10 provinces and one of three territories accepted gay marriage. In the U. S. eighteen states had passed constitutional amendments prohibiting it while Massachusetts allows and three New England states, New Jersey, California and Hawaii had taken steps toward allowing it.",What did Spain approve to legalize homosexual marriages?,a bill,a law,TRUE,TRUE
d0841-A,B,6ffa59490e01a33ab6c8211f1ef2cfc9,"By April 2005 the cause of legalizing gay marriage was making remarkable headway in Europe and Canada, edging slowly ahead in sections of the U.S. and facing aggressive opposition in some other states. Spain, Denmark, Norway, Sweden, Iceland and Finland had legalized the practice. In Canada 7 of the 10 provinces and one of three territories accepted gay marriage. In the U. S. eighteen states had passed constitutional amendments prohibiting it while Massachusetts allows and three New England states, New Jersey, California and Hawaii had taken steps toward allowing it.",What did Spain approve a bill to legalize?,homosexual marriages,gay marriage,TRUE,TRUE
d0841-A,B,2ce34b247691b95a8e9163d95ff770c7,"By April 2005 the cause of legalizing gay marriage was making remarkable headway in Europe and Canada, edging slowly ahead in sections of the U.S. and facing aggressive opposition in some other states. Spain, Denmark, Norway, Sweden, Iceland and Finland had legalized the practice. In Canada 7 of the 10 provinces and one of three territories accepted gay marriage. In the U. S. eighteen states had passed constitutional amendments prohibiting it while Massachusetts allows and three New England states, New Jersey, California and Hawaii had taken steps toward allowing it.",What type of marriage does Massachusetts allow?,homosexual marriage,homosexual,TRUE,TRUE
d0841-A,B,3f5aaea2c0ac289eb2269638fa83420c,"By April 2005 the cause of legalizing gay marriage was making remarkable headway in Europe and Canada, edging slowly ahead in sections of the U.S. and facing aggressive opposition in some other states. Spain, Denmark, Norway, Sweden, Iceland and Finland had legalized the practice. In Canada 7 of the 10 provinces and one of three territories accepted gay marriage. In the U. S. eighteen states had passed constitutional amendments prohibiting it while Massachusetts allows and three New England states, New Jersey, California and Hawaii had taken steps toward allowing it.",How many states ban same - sex marriage?,Eighteen states,eighteen,TRUE,TRUE
d0841-A,B,b7791ed42deda2041b742384475b9fb8,"By April 2005 the cause of legalizing gay marriage was making remarkable headway in Europe and Canada, edging slowly ahead in sections of the U.S. and facing aggressive opposition in some other states. Spain, Denmark, Norway, Sweden, Iceland and Finland had legalized the practice. In Canada 7 of the 10 provinces and one of three territories accepted gay marriage. In the U. S. eighteen states had passed constitutional amendments prohibiting it while Massachusetts allows and three New England states, New Jersey, California and Hawaii had taken steps toward allowing it.","Eighteen states including Arkansas, Georgia, Kansas, Kentucky, and Utah ban what?",same - sex marriage,gay marriage,TRUE,TRUE
d0841-A,G,a6e1fd6b2a0335a9bb2696a5cbf20464,"The Netherlands and Belgium allow gay marriage. Denmark, Norway, Sweden, Iceland, Finland and France give gay couples the same legal rights as married heterosexual couples. Spain approved a bill to legalize homosexual marriages. Poland's upper house approved legal partnership rights. Massachusetts allows homosexual marriage. Vermont and Connecticut allow civil unions. Judges in Louisiana and California declared state bans on gay marriage unconstitutional. Eighteen states including Arkansas, Georgia, Kansas, Kentucky, Michigan, Mississippi, Missouri, Montana, North Dakota, Ohio, Oklahoma, Oregon, and Utah ban same-sex marriage. Saskatchewan became the seventh Canadian province to allow gay marriage. The Roman Catholic Church opposes gay marriage.",Which country had legalized the practice?,Spain,"Spain, Netherlands, and Belgium",TRUE,TRUE
d0841-A,G,999f8a25b60098b2fcb95f219bb3bb0b,"The Netherlands and Belgium allow gay marriage. Denmark, Norway, Sweden, Iceland, Finland and France give gay couples the same legal rights as married heterosexual couples. Spain approved a bill to legalize homosexual marriages. Poland's upper house approved legal partnership rights. Massachusetts allows homosexual marriage. Vermont and Connecticut allow civil unions. Judges in Louisiana and California declared state bans on gay marriage unconstitutional. Eighteen states including Arkansas, Georgia, Kansas, Kentucky, Michigan, Mississippi, Missouri, Montana, North Dakota, Ohio, Oklahoma, Oregon, and Utah ban same-sex marriage. Saskatchewan became the seventh Canadian province to allow gay marriage. The Roman Catholic Church opposes gay marriage.",Which country had legalized the practice?,Denmark,"Spain, Netherlands, and Belgium",TRUE,FALSE
d0841-A,G,04b292b90dceaaf5e17cf9125965453d,"The Netherlands and Belgium allow gay marriage. Denmark, Norway, Sweden, Iceland, Finland and France give gay couples the same legal rights as married heterosexual couples. Spain approved a bill to legalize homosexual marriages. Poland's upper house approved legal partnership rights. Massachusetts allows homosexual marriage. Vermont and Connecticut allow civil unions. Judges in Louisiana and California declared state bans on gay marriage unconstitutional. Eighteen states including Arkansas, Georgia, Kansas, Kentucky, Michigan, Mississippi, Missouri, Montana, North Dakota, Ohio, Oklahoma, Oregon, and Utah ban same-sex marriage. Saskatchewan became the seventh Canadian province to allow gay marriage. The Roman Catholic Church opposes gay marriage.","Spain, Denmark, what country had legalized the practice?",Norway,The Netherlands and Belgium,TRUE,FALSE
d0841-A,G,4d7dd9a8935aeeabab3f2d7644068679,"The Netherlands and Belgium allow gay marriage. Denmark, Norway, Sweden, Iceland, Finland and France give gay couples the same legal rights as married heterosexual couples. Spain approved a bill to legalize homosexual marriages. Poland's upper house approved legal partnership rights. Massachusetts allows homosexual marriage. Vermont and Connecticut allow civil unions. Judges in Louisiana and California declared state bans on gay marriage unconstitutional. Eighteen states including Arkansas, Georgia, Kansas, Kentucky, Michigan, Mississippi, Missouri, Montana, North Dakota, Ohio, Oklahoma, Oregon, and Utah ban same-sex marriage. Saskatchewan became the seventh Canadian province to allow gay marriage. The Roman Catholic Church opposes gay marriage.",Which countries had legalized the practice?,Iceland,Spain The Netherlands and Belgium,TRUE,FALSE
d0841-A,G,7d249ceee80c6695ce77fd8e7f514438,"The Netherlands and Belgium allow gay marriage. Denmark, Norway, Sweden, Iceland, Finland and France give gay couples the same legal rights as married heterosexual couples. Spain approved a bill to legalize homosexual marriages. Poland's upper house approved legal partnership rights. Massachusetts allows homosexual marriage. Vermont and Connecticut allow civil unions. Judges in Louisiana and California declared state bans on gay marriage unconstitutional. Eighteen states including Arkansas, Georgia, Kansas, Kentucky, Michigan, Mississippi, Missouri, Montana, North Dakota, Ohio, Oklahoma, Oregon, and Utah ban same-sex marriage. Saskatchewan became the seventh Canadian province to allow gay marriage. The Roman Catholic Church opposes gay marriage.","Spain, Denmark, Norway, Sweden, Iceland and what country had legalized the practice?",Finland,homosexual marriage,FALSE,FALSE
d0841-A,G,32b216966de69a83d3e228303efad5ff,"The Netherlands and Belgium allow gay marriage. Denmark, Norway, Sweden, Iceland, Finland and France give gay couples the same legal rights as married heterosexual couples. Spain approved a bill to legalize homosexual marriages. Poland's upper house approved legal partnership rights. Massachusetts allows homosexual marriage. Vermont and Connecticut allow civil unions. Judges in Louisiana and California declared state bans on gay marriage unconstitutional. Eighteen states including Arkansas, Georgia, Kansas, Kentucky, Michigan, Mississippi, Missouri, Montana, North Dakota, Ohio, Oklahoma, Oregon, and Utah ban same-sex marriage. Saskatchewan became the seventh Canadian province to allow gay marriage. The Roman Catholic Church opposes gay marriage.","Spain, Denmark, Norway, Sweden, Iceland and Finland had legalized what?",the practice,gay marriage,TRUE,TRUE
d0841-A,G,d2c42a7ce9da5f39f36950988121a553,"The Netherlands and Belgium allow gay marriage. Denmark, Norway, Sweden, Iceland, Finland and France give gay couples the same legal rights as married heterosexual couples. Spain approved a bill to legalize homosexual marriages. Poland's upper house approved legal partnership rights. Massachusetts allows homosexual marriage. Vermont and Connecticut allow civil unions. Judges in Louisiana and California declared state bans on gay marriage unconstitutional. Eighteen states including Arkansas, Georgia, Kansas, Kentucky, Michigan, Mississippi, Missouri, Montana, North Dakota, Ohio, Oklahoma, Oregon, and Utah ban same-sex marriage. Saskatchewan became the seventh Canadian province to allow gay marriage. The Roman Catholic Church opposes gay marriage.",In what country did 7 of the 10 provinces and one of three territories accept gay marriage?,Canada,Canadian,TRUE,TRUE
d0841-A,G,c6dae860b73c8162857d332e7fc457f9,"The Netherlands and Belgium allow gay marriage. Denmark, Norway, Sweden, Iceland, Finland and France give gay couples the same legal rights as married heterosexual couples. Spain approved a bill to legalize homosexual marriages. Poland's upper house approved legal partnership rights. Massachusetts allows homosexual marriage. Vermont and Connecticut allow civil unions. Judges in Louisiana and California declared state bans on gay marriage unconstitutional. Eighteen states including Arkansas, Georgia, Kansas, Kentucky, Michigan, Mississippi, Missouri, Montana, North Dakota, Ohio, Oklahoma, Oregon, and Utah ban same-sex marriage. Saskatchewan became the seventh Canadian province to allow gay marriage. The Roman Catholic Church opposes gay marriage.",In Canada how many provinces accepted gay marriage?,the 10 provinces,seven,FALSE,FALSE
d0841-A,G,0568a28d988ebdb4eea83d7ea9a390da,"The Netherlands and Belgium allow gay marriage. Denmark, Norway, Sweden, Iceland, Finland and France give gay couples the same legal rights as married heterosexual couples. Spain approved a bill to legalize homosexual marriages. Poland's upper house approved legal partnership rights. Massachusetts allows homosexual marriage. Vermont and Connecticut allow civil unions. Judges in Louisiana and California declared state bans on gay marriage unconstitutional. Eighteen states including Arkansas, Georgia, Kansas, Kentucky, Michigan, Mississippi, Missouri, Montana, North Dakota, Ohio, Oklahoma, Oregon, and Utah ban same-sex marriage. Saskatchewan became the seventh Canadian province to allow gay marriage. The Roman Catholic Church opposes gay marriage.",In Canada how many provinces accepted gay marriage?,three territories,seven,FALSE,FALSE
d0841-A,G,d2226a66a5ab314227dead9b22b5ac89,"The Netherlands and Belgium allow gay marriage. Denmark, Norway, Sweden, Iceland, Finland and France give gay couples the same legal rights as married heterosexual couples. Spain approved a bill to legalize homosexual marriages. Poland's upper house approved legal partnership rights. Massachusetts allows homosexual marriage. Vermont and Connecticut allow civil unions. Judges in Louisiana and California declared state bans on gay marriage unconstitutional. Eighteen states including Arkansas, Georgia, Kansas, Kentucky, Michigan, Mississippi, Missouri, Montana, North Dakota, Ohio, Oklahoma, Oregon, and Utah ban same-sex marriage. Saskatchewan became the seventh Canadian province to allow gay marriage. The Roman Catholic Church opposes gay marriage.","In the U. S. how many states had passed constitutional amendments prohibiting it while Massachusetts allows and three New England states, New Jersey, California and Hawaii had taken steps toward allowing it?",the U. S. eighteen states,eighteen,TRUE,TRUE
d0841-A,G,29f835fd797f8f9ca4fffba9463ef838,"The Netherlands and Belgium allow gay marriage. Denmark, Norway, Sweden, Iceland, Finland and France give gay couples the same legal rights as married heterosexual couples. Spain approved a bill to legalize homosexual marriages. Poland's upper house approved legal partnership rights. Massachusetts allows homosexual marriage. Vermont and Connecticut allow civil unions. Judges in Louisiana and California declared state bans on gay marriage unconstitutional. Eighteen states including Arkansas, Georgia, Kansas, Kentucky, Michigan, Mississippi, Missouri, Montana, North Dakota, Ohio, Oklahoma, Oregon, and Utah ban same-sex marriage. Saskatchewan became the seventh Canadian province to allow gay marriage. The Roman Catholic Church opposes gay marriage.","In the U. S. eighteen states had passed what prohibiting it while Massachusetts allows and three New England states, New Jersey, California and Hawaii had taken steps toward allowing it?",constitutional amendments,bans,TRUE,TRUE
d0841-A,G,b136073c9aabf1bd0c5258256da2e96b,"The Netherlands and Belgium allow gay marriage. Denmark, Norway, Sweden, Iceland, Finland and France give gay couples the same legal rights as married heterosexual couples. Spain approved a bill to legalize homosexual marriages. Poland's upper house approved legal partnership rights. Massachusetts allows homosexual marriage. Vermont and Connecticut allow civil unions. Judges in Louisiana and California declared state bans on gay marriage unconstitutional. Eighteen states including Arkansas, Georgia, Kansas, Kentucky, Michigan, Mississippi, Missouri, Montana, North Dakota, Ohio, Oklahoma, Oregon, and Utah ban same-sex marriage. Saskatchewan became the seventh Canadian province to allow gay marriage. The Roman Catholic Church opposes gay marriage.",In the U. S. eighteen states had passed constitutional amendments prohibiting what?,it,gay marriage,TRUE,TRUE
d0841-A,G,7625e9b32ec43603dc34952b006640cb,"The Netherlands and Belgium allow gay marriage. Denmark, Norway, Sweden, Iceland, Finland and France give gay couples the same legal rights as married heterosexual couples. Spain approved a bill to legalize homosexual marriages. Poland's upper house approved legal partnership rights. Massachusetts allows homosexual marriage. Vermont and Connecticut allow civil unions. Judges in Louisiana and California declared state bans on gay marriage unconstitutional. Eighteen states including Arkansas, Georgia, Kansas, Kentucky, Michigan, Mississippi, Missouri, Montana, North Dakota, Ohio, Oklahoma, Oregon, and Utah ban same-sex marriage. Saskatchewan became the seventh Canadian province to allow gay marriage. The Roman Catholic Church opposes gay marriage.",In the U. S. eighteen states had passed constitutional amendments prohibiting it while Massachusetts allows and how many had taken steps toward allowing it?,three New England states,two,FALSE,FALSE
d0841-A,G,681328dfb358abe82f5e995cfe5e7c3b,"The Netherlands and Belgium allow gay marriage. Denmark, Norway, Sweden, Iceland, Finland and France give gay couples the same legal rights as married heterosexual couples. Spain approved a bill to legalize homosexual marriages. Poland's upper house approved legal partnership rights. Massachusetts allows homosexual marriage. Vermont and Connecticut allow civil unions. Judges in Louisiana and California declared state bans on gay marriage unconstitutional. Eighteen states including Arkansas, Georgia, Kansas, Kentucky, Michigan, Mississippi, Missouri, Montana, North Dakota, Ohio, Oklahoma, Oregon, and Utah ban same-sex marriage. Saskatchewan became the seventh Canadian province to allow gay marriage. The Roman Catholic Church opposes gay marriage.",In the U. S. eighteen states had passed constitutional amendments prohibiting it while Massachusetts allows and what three New England states had taken steps toward allowing it?,New Jersey,Vermont and Connecticut,TRUE,FALSE
